CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX346019,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,713,15
HX346241,15/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,623,15
HX350523,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2024,15
HX346070,15/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1115,15
HX350215,15/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,423,15
HX346213,15/7/14,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1911,15
HX346140,15/7/14,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,414,15
HX346147,15/7/14,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,532,15
HX346153,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1512,15
HX346194,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,734,15
HX346233,15/7/14,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,1523,15
HX346232,15/7/14,BATTERY,SIMPLE,STREET,TRUE,FALSE,2011,15
HX346180,15/7/14,CRIMINAL TRESPASS,TO STATE SUP LAND,STREET,TRUE,FALSE,1233,15
HX355803,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2424,15
HX346270,15/7/14,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,FALSE,TRUE,1034,15
HX346205,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,724,15
HX346250,15/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,TRUE,FALSE,1121,15
HX346301,15/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,925,15
HX347118,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,924,15
HX347204,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,614,15
HX347223,15/7/14,THEFT,ATTEMPT THEFT,STREET,FALSE,FALSE,613,15
HX346254,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1732,15
HX346645,15/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,822,15
HX346289,15/7/14,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,1722,15
HX346252,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1112,15
HX346472,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,414,15
HX346295,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1235,15
HX346266,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,924,15
HX346249,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2233,15
HX346373,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2424,15
HX346674,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1233,16
HX346345,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1112,16
HX346385,15/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1624,16
HX348418,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1813,16
HX346461,15/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2532,16
HX347030,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1623,16
HX347084,15/7/14,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,FALSE,FALSE,1212,16
HX346504,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,731,16
HX347083,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1212,16
HX349484,15/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1133,16
HX346722,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1533,16
HX346473,15/7/14,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,1111,16
HX346496,15/7/14,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,715,16
HX346514,15/7/14,ASSAULT,SIMPLE,STREET,TRUE,FALSE,915,16
HX347442,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1121,16
HX347695,15/7/14,THEFT,ATTEMPT THEFT,STREET,FALSE,FALSE,512,16
HX346994,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1225,16
HX347001,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,623,16
HX346754,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1424,16
HX346547,15/7/14,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,633,16
HX347985,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1421,16
HX347179,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,631,16
HX346996,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,524,16
HX347498,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1723,16
HX348003,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,333,16
HX353374,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,331,16
HX346756,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1933,16
HX346620,15/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,631,16
HX346590,15/7/14,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,2522,16
HX346634,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2013,16
HX346624,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2432,16
HX346615,15/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1531,16
HX347038,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,334,16
HX346629,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,712,16
HX347092,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1923,16
HX347055,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,621,16
HX347619,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,814,16
HX347195,15/7/14,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,725,16
HX346656,15/7/14,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1113,16
HX346640,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,433,16
HX346667,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1434,16
HX347889,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1211,16
HX346641,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,215,16
HX346716,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1933,16
HX346695,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1013,16
HX346649,15/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,621,16
HX346693,15/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1235,16
HX346660,15/7/14,THEFT,$500 AND UNDER,STREET,TRUE,TRUE,722,16
HX346989,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,725,16
HX347050,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1623,16
HX346673,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,432,16
HX346711,15/7/14,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,2222,16
HX346679,15/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,1113,16
HX346733,15/7/14,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,TRUE,FALSE,513,16
HX346798,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,614,16
HX346775,15/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,834,16
HX347770,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,633,16
HX346803,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,614,16
HX346741,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,513,16
HX346710,15/7/14,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,1821,16
HX346721,15/7/14,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,2524,16
HX346762,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1021,16
HX346864,15/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,TRUE,FALSE,1021,16
HX348578,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,633,16
HX346732,15/7/14,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,222,16
HX346747,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,123,16
HX348848,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1522,16
HX347114,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1834,16
HX347256,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1623,16
HX346827,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1124,16
HX347080,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,931,16
HX346897,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1414,16
HX347090,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,825,16
HX346768,15/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,624,16
HX346778,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,624,16
HX346777,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1031,16
HX347041,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1433,16
HX346804,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,632,16
HX346797,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,631,16
HX347557,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1113,16
HX347027,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,725,16
HX347016,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,223,16
HX346995,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,833,16
HX346807,15/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,FALSE,FALSE,624,16
HX356695,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1432,16
HX346868,15/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,TRUE,FALSE,711,16
HX346841,15/7/14,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,2024,16
HX347085,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1123,16
HX346855,16/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,231,16
HX347158,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,412,16
HX348485,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1813,16
HX346874,16/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,522,16
HX346851,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1723,17
HX347171,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1732,17
HX347218,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1234,17
HX346886,16/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,2524,17
HX347372,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,631,17
HX346878,16/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,1224,17
HX346888,16/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,726,17
HX347393,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2535,17
HX346887,16/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,TRUE,2532,17
HX347065,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,411,17
HX346922,16/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,414,17
HX346889,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,921,17
HX346904,16/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,231,17
HX346913,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1812,17
HX346914,16/7/14,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,922,17
HX347191,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,833,17
HX348396,16/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,624,17
HX346986,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1125,17
HX346916,16/7/14,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,1031,17
HX346932,16/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,924,17
HX346929,16/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,823,17
HX346935,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2522,17
HX348441,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,512,17
HX346965,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,913,17
HX346967,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,913,17
HX346964,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,913,17
HX346966,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,913,17
HX347096,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1931,17
HX347682,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,421,17
HX348541,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,524,17
HX347077,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,632,17
HX346980,16/7/14,ASSAULT,SIMPLE,STREET,TRUE,FALSE,423,17
HX347591,16/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,2011,17
HX349574,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1414,17
HX347012,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,412,17
HX348408,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2033,17
HX347600,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,631,17
HX371097,16/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,324,17
HX347246,16/7/14,SEX OFFENSE,PUBLIC INDECENCY,STREET,FALSE,FALSE,634,17
HX347042,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,17
HX347636,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,123,17
HX347169,16/7/14,SEX OFFENSE,PUBLIC INDECENCY,STREET,FALSE,FALSE,2233,17
HX347181,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,432,17
HX348500,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2432,17
HX347134,16/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1122,17
HX347340,16/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,512,17
HX347161,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,223,17
HX347294,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,314,17
HX348149,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2532,17
HX347180,16/7/14,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,414,17
HX347222,16/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2222,17
HX347207,16/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1115,17
HX347192,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,414,17
HX347265,16/7/14,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,212,17
HX347338,16/7/14,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,1114,17
HX347279,16/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,214,17
HX347291,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1834,17
HX347603,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,421,17
HX401455,16/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,FALSE,FALSE,1424,17
HX349412,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,123,17
HX347317,16/7/14,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,431,17
HX347443,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,823,17
HX347357,16/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,313,17
HX347355,16/7/14,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,322,17
HX347381,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1622,17
HX348321,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1021,17
HX347417,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,522,17
HX347399,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,725,17
HX347445,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,932,17
HX348062,16/7/14,ASSAULT,SIMPLE,STREET,FALSE,TRUE,623,17
HX347530,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,735,17
HX348621,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1834,17
HX347909,16/7/14,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1513,17
HX347506,16/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1121,17
HX347732,16/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,122,17
HX348385,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,723,17
HX384479,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,621,17
HX347638,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,17
HX348373,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,821,17
HX348412,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1631,17
HX347837,16/7/14,BATTERY,SIMPLE,STREET,TRUE,FALSE,1033,17
HX347611,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1524,17
HX347628,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2411,17
HX347707,16/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,634,18
HX347649,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2412,18
HX353123,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1135,18
HX347681,16/7/14,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,624,18
HX347742,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,1121,18
HX347760,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1131,18
HX347864,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,723,18
HX347779,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,724,18
HX348765,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,18
HX348364,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,815,18
HX347838,16/7/14,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,TRUE,FALSE,531,18
HX347761,16/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1113,18
HX348173,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,332,18
HX347792,16/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,311,18
HX347913,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,631,18
HX347845,16/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,532,18
HX349480,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1722,18
HX348159,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1823,18
HX347907,16/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1231,18
HX347820,16/7/14,NARCOTICS,FORFEIT PROPERTY,STREET,TRUE,FALSE,713,18
HX347848,16/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,532,18
HX347929,16/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,2524,18
HX348409,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1712,18
HX347894,16/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1122,18
HX347951,16/7/14,BATTERY,SIMPLE,STREET,TRUE,FALSE,124,18
HX349917,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1733,18
HX348392,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,925,18
HX348533,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,624,18
HX349417,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1915,18
HX349148,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2424,18
HX349069,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,724,18
HX347887,16/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,2234,18
HX348054,16/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,1114,18
HX347949,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1122,18
HX348011,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,611,18
HX348457,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,323,18
HX348477,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,333,18
HX348690,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1512,18
HX347934,16/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1222,18
HX347956,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1221,18
HX347992,16/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,332,18
HX347984,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,726,18
HX347940,16/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,312,18
HX348461,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1122,18
HX348563,16/7/14,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,2012,18
HX348121,16/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,614,18
HX348006,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2222,18
HX355612,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1933,18
HX372766,16/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,FALSE,TRUE,722,18
HX348488,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,813,18
HX349291,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,624,18
HX348395,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,824,18
HX348378,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1014,18
HX348456,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,623,18
HX348407,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2524,18
HX348088,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,612,18
HX348091,16/7/14,THEFT,OVER $500,STREET,TRUE,FALSE,323,18
HX348167,16/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,621,18
HX348431,16/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2013,18
HX348265,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2223,18
HX348180,16/7/14,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,133,18
HX348432,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,314,18
HX348612,16/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,725,18
HX351468,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1433,18
HX348654,16/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1124,18
HX349800,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,222,18
HX348444,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,623,18
