"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX350872","18/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","SIDEWALK","N","Y","511","584","197","25","11","4221"
"HX350907","18/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SIDEWALK","Y","N","1231","483","592","25","12","4651"
"HX350873","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1111","332","674","25","2","441"
"HX350896","18/7/14","NARCOTICS","POSS: COCAINE","SIDEWALK","Y","N","1021","382","585","25","20","22711"
"HX350902","18/7/14","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","SIDEWALK","Y","N","913","497","525","25","6","1711"
"HX350961","18/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","713","490","385","25","6","1711"
"HX350884","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1523","282","652","25","2","451"
"HX350885","18/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","2522","312","743","25","9","2966"
"HX350894","18/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","1122","362","651","25","20","22711"
"HX350916","18/7/14","ASSAULT","AGG PO HANDS NO/MIN INJURY","SIDEWALK","Y","N","1222","452","572","25","4","871"
"HX354538","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","1831","531","663","25","2","446"
"HX350920","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","835","426","282","25","2","446"
"HX350996","18/7/14","SEX OFFENSE","PUBLIC INDECENCY","SIDEWALK","Y","N","1124","398","632","25","2","451"
"HX350914","18/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","213","578","497","25","17","8011"
"HX350925","18/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","2531","260","712","25","9","2966"
"HX350971","18/7/14","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","SIDEWALK","Y","N","1424","442","708","25","6","1711"
"HX332819","5/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1833","558","685","1","2","447"
"HX332991","5/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","Y","N","2412","394","961","1","11","4232"
"HX333035","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","414","639","229","1","9","2967"
"HX333116","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","333","642","341","1","9","2967"
"HX333505","6/7/14","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","SMALL RETAIL STORE","Y","N","1111","332","674","1","3","662"
"HX333852","6/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1812","513","749","1","2","447"
"HX335361","6/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","1822","502","701","1","9","2967"
"HX333929","6/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","832","439","337","1","2","452"
"HX333941","6/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","112","549","638","1","2","452"
"HX333981","6/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1833","558","685","1","2","447"
"HX334036","6/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","2524","346","762","1","2","447"
"HX334226","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","1921","427","814","1","9","2967"
"HX334821","6/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","2431","471","978","1","11","4227"
"HX334351","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2211","388","149","1","2","447"
"HX334466","7/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","N","N","2431","471","978","1","2","447"
"HX334727","7/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","1623","290","873","1","2","447"
"HX335883","7/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","631","598","294","1","2","447"
"HX335244","7/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","Y","N","321","623","369","1","2","452"
"HX335064","7/7/14","THEFT","FROM BUILDING","SMALL RETAIL STORE","N","N","913","497","525","1","8","2547"
"HX335248","7/7/14","THEFT","OVER $500","SMALL RETAIL STORE","N","N","2423","464","991","2","16","7167"
"HX335081","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1933","492","788","2","2","452"
"HX344488","7/7/14","DECEPTIVE PRACTICE","COUNTERFEIT CHECK","SMALL RETAIL STORE","N","N","812","237","360","2","3","587"
"HX335100","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1733","394","815","2","2","452"
"HX336334","7/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2512","217","750","2","2","447"
"HX335255","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","821","380","453","2","2","447"
"HX335199","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1522","285","619","2","2","452"
"HX335327","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","513","564","141","2","2","452"
"HX337466","7/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","SMALL RETAIL STORE","N","N","821","380","453","2","6","1707"
"HX335332","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1711","350","929","2","2","447"
"HX335382","7/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1833","558","685","2","2","452"
"HX339620","7/7/14","THEFT","OVER $500","SMALL RETAIL STORE","N","N","112","549","638","2","16","7167"
"HX335592","7/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SMALL RETAIL STORE","N","N","412","629","290","2","12","4647"
"HX360151","7/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","SMALL RETAIL STORE","N","N","1822","502","701","2","6","1707"
"HX335729","7/7/14","ROBBERY","ATTEMPT: ARMED-HANDGUN","SMALL RETAIL STORE","N","N","213","578","497","2","9","2967"
"HX335963","8/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","1213","500","621","2","11","4227"
"HX401919","8/7/14","THEFT","OVER $500","SMALL RETAIL STORE","Y","N","1822","502","701","3","16","7172"
"HX336039","8/7/14","ASSAULT","SIMPLE","SMALL RETAIL STORE","Y","N","513","564","141","3","0","102"
"HX336472","8/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","1833","558","685","3","2","447"
"HX336305","8/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","225","560","437","3","2","452"
"HX336406","8/7/14","OTHER OFFENSE","OTHER CRIME INVOLVING PROPERTY","SMALL RETAIL STORE","N","N","1113","325","640","3","9","2967"
"HX336435","8/7/14","OTHER OFFENSE","OTHER CRIME INVOLVING PROPERTY","SMALL RETAIL STORE","N","N","1131","325","613","3","9","2967"
"HX336410","8/7/14","THEFT","OVER $500","SMALL RETAIL STORE","N","N","2024","497","885","3","16","7167"
"HX336510","8/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","211","471","322","4","2","447"
"HX336489","8/7/14","THEFT","OVER $500","SMALL RETAIL STORE","N","N","1433","474","716","4","16","7167"
"HX336611","8/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","N","N","2222","494","231","4","2","447"
"HX336820","8/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2212","0","0","4","2","447"
"HX342147","8/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","2233","526","148","4","9","2967"
"HX337175","8/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","1931","451","780","4","2","447"
"HX336966","8/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","432","680","198","4","2","447"
"HX337008","8/7/14","NARCOTICS","POSS: COCAINE","SMALL RETAIL STORE","Y","N","1414","397","752","4","20","22712"
"HX337134","8/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","512","580","156","4","2","452"
"HX337619","9/7/14","THEFT","FROM BUILDING","SMALL RETAIL STORE","N","N","825","433","372","4","8","2547"
"HX337623","9/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","122","533","637","4","2","452"
"HX337838","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","624","561","294","4","2","447"
"HX337861","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","924","466","459","5","2","452"
"HX337910","9/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2524","346","762","5","2","447"
"HX337980","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1432","439","752","5","2","452"
"HX338009","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","112","549","638","5","2","452"
"HX338627","9/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","N","N","2515","270","747","5","2","447"
"HX338334","9/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2524","346","762","5","2","447"
"HX338084","9/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","232","567","413","5","2","452"
"HX377416","9/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","111","551","652","6","2","447"
"HX338361","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1922","461","822","6","2","447"
"HX338330","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","622","523","294","6","2","452"
"HX338268","9/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","821","380","453","6","2","447"
"HX373591","9/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","1232","502","594","6","9","2967"
"HX339071","9/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","612","467","294","6","11","4227"
"HX340558","10/7/14","OTHER OFFENSE","TELEPHONE THREAT","SMALL RETAIL STORE","N","N","1432","439","752","6","1","237"
"HX338981","10/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","513","564","141","6","2","452"
"HX339060","10/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","2532","280","711","6","2","452"
"HX339048","10/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2234","498","125","6","2","447"
"HX339052","10/7/14","ASSAULT","SIMPLE","SMALL RETAIL STORE","N","N","611","681","324","6","0","97"
"HX339102","10/7/14","THEFT","ATTEMPT THEFT","SMALL RETAIL STORE","N","N","714","464","373","6","2","447"
"HX339186","10/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SMALL RETAIL STORE","Y","N","1021","382","585","6","2","452"
"HX345902","10/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","Y","N","512","580","156","6","2","452"
"HX340947","10/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SMALL RETAIL STORE","N","N","2532","280","711","6","12","4647"
"HX341834","10/7/14","THEFT","FROM BUILDING","SMALL RETAIL STORE","N","N","2031","413","881","6","8","2547"
"HX339376","10/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","N","N","1132","352","613","6","2","447"
"HX339587","10/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1811","483","743","6","2","447"
"HX339475","10/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1834","561","670","6","2","447"
"HX339438","10/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2512","217","750","7","2","447"
"HX340478","10/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","634","585","226","7","2","447"
"HX340752","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","1811","483","743","7","9","2967"
"HX340414","11/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","424","688","245","7","11","4227"
"HX340445","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1733","394","815","7","2","447"
"HX340593","11/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","1832","541","682","8","9","2967"
"HX340479","11/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","N","N","1824","549","703","8","2","447"
"HX340485","11/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","424","688","245","8","2","447"
"HX340560","11/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","SMALL RETAIL STORE","N","Y","1112","361","683","8","11","4222"
"HX342012","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1822","502","701","8","2","452"
"HX340625","11/7/14","NARCOTICS","ALTER/FORGE PRESCRIPTION","SMALL RETAIL STORE","Y","N","2223","470","187","8","6","1712"
"HX340621","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","2512","217","750","8","2","452"
"HX340725","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","112","549","638","8","2","452"
"HX341004","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1912","459","852","8","2","447"
"HX340740","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1012","341","570","8","2","447"
"HX340816","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","922","416","447","8","2","452"
"HX341364","11/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","422","700","307","8","2","447"
"HX341299","11/7/14","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","SMALL RETAIL STORE","Y","N","531","576","125","8","15","6752"
"HX341109","11/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","SMALL RETAIL STORE","Y","N","533","603","19","9","17","8012"
"HX340913","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","333","642","341","9","2","452"
"HX340956","11/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","N","N","1914","507","865","9","2","447"
"HX340954","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","434","654","99","9","2","447"
"HX341022","11/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","1112","361","683","9","2","447"
"HX340985","11/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","Y","N","414","639","229","9","2","452"
"HX341071","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","833","353","321","9","2","452"
"HX341184","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1811","483","743","9","2","447"
"HX341153","11/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","233","560","389","9","2","447"
"HX341967","11/7/14","BURGLARY","ATTEMPT FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","321","623","369","10","11","4227"
"HX341306","11/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","223","617","445","10","2","452"
"HX341492","11/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","2423","464","991","10","11","4227"
"HX341370","11/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","234","583","409","10","2","452"
"HX344867","11/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","934","494","413","10","2","447"
"HX341816","12/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","Y","N","211","471","322","10","11","4232"
"HX344328","12/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","SMALL RETAIL STORE","N","N","2422","462","1011","10","6","1707"
"HX341973","12/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","112","549","638","10","2","452"
"HX341995","12/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","621","464","261","11","2","452"
"HX342059","12/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","622","523","294","11","2","452"
"HX342152","12/7/14","ROBBERY","AGGRAVATED","SMALL RETAIL STORE","N","N","2515","270","747","11","17","8007"
"HX342077","12/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","N","N","422","700","307","11","2","447"
"HX342195","12/7/14","ASSAULT","SIMPLE","SMALL RETAIL STORE","Y","N","225","560","437","11","0","102"
"HX342179","12/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","Y","1733","394","815","11","9","2962"
"HX342277","12/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1811","483","743","11","2","447"
"HX342311","12/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","715","464","390","11","2","447"
"HX345789","12/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","831","406","335","11","2","447"
"HX342381","12/7/14","THEFT","FROM BUILDING","SMALL RETAIL STORE","N","N","2013","475","914","11","8","2547"
"HX342470","12/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2524","346","762","12","2","447"
"HX343336","12/7/14","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","1213","500","621","12","9","2967"
"HX343075","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","113","549","633","12","2","447"
"HX343132","13/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","2413","414","941","12","11","4227"
"HX343239","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1132","352","613","12","2","447"
"HX343585","13/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","1624","271","840","12","2","447"
"HX343606","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2523","342","783","12","2","447"
"HX374032","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","825","433","372","14","2","447"
"HX343653","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1132","352","613","14","2","447"
"HX343760","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","632","593","275","14","2","447"
"HX343755","13/7/14","BATTERY","SIMPLE","SMALL RETAIL STORE","Y","N","225","560","437","14","2","452"
"HX343949","13/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","624","561","294","14","2","447"
"HX344252","14/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","632","593","275","14","11","4227"
"HX384548","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1822","502","701","14","2","447"
"HX344562","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1422","379","716","14","2","452"
"HX346096","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","124","523","604","14","2","447"
"HX344616","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","2013","475","914","14","2","447"
"HX344656","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1213","500","621","14","2","447"
"HX344678","14/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","831","406","335","15","2","447"
"HX344803","14/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","333","642","341","16","2","447"
"HX344842","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","112","549","638","16","2","452"
"HX345069","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1834","561","670","17","2","447"
"HX344912","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","623","537","269","17","2","447"
"HX345053","14/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","N","N","1115","343","630","17","2","447"
"HX345076","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","621","464","261","17","2","447"
"HX346333","14/7/14","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","313","567","359","17","2","447"
"HX345107","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1434","437","726","17","2","447"
"HX345190","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","622","523","294","17","2","452"
"HX345324","14/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1034","434","544","17","2","452"
"HX345698","15/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","632","593","275","18","11","4227"
"HX345815","15/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","933","499","438","18","2","447"
"HX366964","15/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","SMALL RETAIL STORE","N","N","1931","451","780","18","9","2967"
"HX345938","15/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1431","417","757","18","2","452"
"HX345981","15/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","Y","N","833","353","321","18","2","452"
"HX346528","15/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","412","629","290","18","2","447"
"HX347501","15/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","122","533","637","18","9","2967"
"HX384559","15/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1822","502","701","18","2","447"
"HX346139","15/7/14","THEFT","POCKET-PICKING","SMALL RETAIL STORE","N","N","1833","558","685","18","9","2967"
"HX346323","15/7/14","ROBBERY","ARMED: HANDGUN","SMALL RETAIL STORE","N","N","914","530","548","18","23","65547"
"HX374353","15/7/14","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","935","530","422","18","2","447"
"HX346564","15/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","225","560","437","18","2","452"
"HX346604","15/7/14","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","Y","N","225","560","437","18","2","452"
"HX346795","15/7/14","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","831","406","335","18","2","452"
"HX346759","15/7/14","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","612","467","294","18","11","4227"
"HX346895","16/7/14","ROBBERY","STRONGARM - NO WEAPON","SMALL RETAIL STORE","Y","N","111","551","652","18","9","2972"
"HX347068","16/7/14","PUBLIC PEACE VIOLATION","BOMB THREAT","SMALL RETAIL STORE","N","N","112","549","638","18","2","447"
