CASE #,DATE  OF OCCURRENCE, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT
HX349282,7/17/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,121
HX369859,7/17/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,211
HX349085,7/17/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,421
HX348759,7/17/2014,BATTERY,AGGRAVATED: HANDGUN,STREET,N,N,613
HX351503,7/17/2014,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,715
HX351856,7/17/2014,THEFT,FROM BUILDING,OTHER,N,N,1234
HX351590,7/17/2014,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,523
HX352904,7/17/2014,THEFT,OVER $500,APARTMENT,N,N,1124
HX350045,7/17/2014,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1921
HX349439,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1021
HX349072,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,331
HX348833,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,N,N,914
HX348767,7/17/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1813
HX348753,7/17/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2422
HX348799,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,2233
HX348798,7/17/2014,THEFT,$500 AND UNDER,OTHER,N,N,1013
HX348779,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1931
HX348836,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,632
HX348823,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,825
HX348871,7/17/2014,NARCOTICS,POSS: BARBITUATES,STREET,Y,N,2234
HX348822,7/17/2014,BATTERY,SIMPLE,STREET,N,N,624
HX348850,7/17/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,823
HX348820,7/17/2014,THEFT,$500 AND UNDER,SIDEWALK,N,N,834
HX348828,7/17/2014,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),Y,N,432
HX348791,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,833
HX350301,7/17/2014,THEFT,POCKET-PICKING,SIDEWALK,N,N,131
HX350650,7/17/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1434
HX350109,7/17/2014,BATTERY,SIMPLE,STREET,N,N,1531
HX349065,7/17/2014,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,523
HX349200,7/17/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2535
HX348949,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1432
HX348905,7/17/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,HIGHWAY/EXPRESSWAY,Y,N,215
HX348866,7/17/2014,THEFT,$500 AND UNDER,OTHER,N,N,1935
HX348965,7/17/2014,ROBBERY,ARMED: HANDGUN,STREET,N,N,734
HX348881,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,1215
HX348996,7/17/2014,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1822
HX348855,7/17/2014,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,1121
HX348852,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),N,N,824
HX348860,7/17/2014,ASSAULT,SIMPLE,RESIDENCE,N,Y,725
HX348863,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2422
HX350382,7/17/2014,ASSAULT,SIMPLE,PARK PROPERTY,N,N,934
HX349185,7/17/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1821
HX348985,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,112
HX349337,7/17/2014,BATTERY,SIMPLE,STREET,N,N,624
HX349023,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1432
HX349436,7/17/2014,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,N,N,2232
HX348879,7/17/2014,BATTERY,SIMPLE,OTHER,N,N,1934
HX348887,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,412
HX349965,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1622
HX349245,7/17/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,DEPARTMENT STORE,N,N,2521
HX355531,7/17/2014,THEFT,OVER $500,APARTMENT,N,N,1012
HX477706,7/17/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,631
HX348928,7/17/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,734
HX354837,7/17/2014,THEFT,OVER $500,RESIDENCE,N,N,1234
HX431047,7/17/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,1211
HX348955,7/17/2014,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,N,N,312
HX348886,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1422
HX349806,7/17/2014,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,N,N,1833
HX348900,7/17/2014,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1113
HX348898,7/17/2014,THEFT,POCKET-PICKING,RESTAURANT,N,N,1814
HX348878,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2531
HX348908,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,N,Y,2513
HX349000,7/17/2014,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,PARKING LOT/GARAGE(NON.RESID.),Y,N,414
HX348909,7/17/2014,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,632
HX349015,7/17/2014,THEFT,$500 AND UNDER,SIDEWALK,N,N,133
HX348943,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,CONVENIENCE STORE,N,N,1722
HX349055,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,1712
HX348924,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,COLLEGE/UNIVERSITY GROUNDS,Y,N,1913
HX348926,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,2424
HX354027,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1432
HX349025,7/17/2014,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,N,N,733
HX430746,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1914
HX349839,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1931
HX349543,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,432
HX349002,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,832
HX349124,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,921
HX350006,7/17/2014,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,1933
HX348933,7/17/2014,CRIMINAL TRESPASS,TO LAND,MEDICAL/DENTAL OFFICE,Y,N,1212
HX348937,7/17/2014,BATTERY,SIMPLE,OTHER,N,N,2031
HX348990,7/17/2014,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,211
HX354457,7/17/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,Y,N,1921
HX361348,7/17/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,835
HX355361,7/17/2014,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,1411
HX349595,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,726
HX351951,7/17/2014,STALKING,AGGRAVATED,JAIL / LOCK-UP FACILITY,Y,N,1033
HX348941,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,Y,N,932
HX364006,7/17/2014,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,1511
HX349500,7/17/2014,THEFT,$500 AND UNDER,RESTAURANT,N,N,213
HX349519,7/17/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1512
HX348979,7/17/2014,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,224
HX376010,7/17/2014,BURGLARY,UNLAWFUL ENTRY,VACANT LOT/LAND,N,N,632
HX348975,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2533
HX349013,7/17/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,N,N,414
HX348997,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1221
HX348987,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1522
HX349827,7/17/2014,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,N,N,2223
HX354259,7/17/2014,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,N,Y,831
HX355312,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1122
HX349031,7/17/2014,THEFT,$500 AND UNDER,SIDEWALK,N,N,1423
HX349026,7/17/2014,THEFT,OVER $500,NURSING HOME/RETIREMENT HOME,N,N,2012
HX348980,7/17/2014,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,N,N,214
HX349018,7/17/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,821
HX348970,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),Y,N,1132
HX353961,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1812
HX348998,7/17/2014,BATTERY,SIMPLE,SIDEWALK,N,N,1135
HX349004,7/17/2014,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,Y,N,1111
HX348995,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2222
HX353830,7/17/2014,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,411
HX350666,7/17/2014,THEFT,$500 AND UNDER,RESTAURANT,N,N,1912
HX348994,7/17/2014,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1652
HX349058,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,221
HX349035,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1222
HX349037,7/17/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1731
HX350685,7/17/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,523
HX349084,7/17/2014,BATTERY,SIMPLE,STREET,Y,N,522
HX349057,7/17/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,Y,N,714
HX349590,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1821
HX349036,7/17/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,734
HX349759,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1812
HX349156,7/17/2014,THEFT,$500 AND UNDER,AIRPORT VENDING ESTABLISHMENT,N,N,1651
HX349003,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,334
HX351524,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,914
HX349061,7/17/2014,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,913
HX349899,7/17/2014,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,2234
HX349137,7/17/2014,DECEPTIVE PRACTICE,FORGERY,BARBERSHOP,N,N,2511
HX351747,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2522
HX349143,7/17/2014,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,Y,N,1131
HX349045,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,833
HX349087,7/17/2014,ASSAULT,SIMPLE,SIDEWALK,N,N,934
HX349039,7/17/2014,SEX OFFENSE,PUBLIC INDECENCY,LIBRARY,N,N,2433
HX349129,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,522
HX349044,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2233
HX349154,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,235
HX349286,7/17/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,N,Y,634
HX349092,7/17/2014,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,815
HX349059,7/17/2014,BATTERY,SIMPLE,ALLEY,Y,N,913
HX352990,7/17/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1824
HX353786,7/17/2014,ASSAULT,SIMPLE,STREET,N,N,214
HX349238,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1935
HX407419,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1014
HX349889,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,913
HX349870,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,313
HX349106,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,822
HX349093,7/17/2014,CRIMINAL TRESPASS,TO LAND,APARTMENT,Y,N,322
HX349063,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2413
HX349141,7/17/2014,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,612
HX349032,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,713
HX349119,7/17/2014,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,N,Y,815
HX349152,7/17/2014,BATTERY,SIMPLE,STREET,N,N,523
HX349126,7/17/2014,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,Y,Y,631
HX349100,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,333
HX349089,7/17/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,Y,N,1133
HX349104,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,Y,N,1012
HX349079,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,421
HX354574,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413
HX350116,7/17/2014,BATTERY,SIMPLE,BAR OR TAVERN,N,N,931
HX349427,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,726
HX349169,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1424
HX349787,7/17/2014,THEFT,$500 AND UNDER,APARTMENT,N,N,824
HX349125,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,Y,2211
HX349144,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1024
HX350357,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,2424
HX349589,7/17/2014,THEFT,OVER $500,STREET,N,N,1513
HX351264,7/17/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1621
HX349893,7/17/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1824
HX349267,7/17/2014,ASSAULT,SIMPLE,RESIDENCE,N,Y,1021
HX349147,7/17/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1133
HX349133,7/17/2014,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE,Y,N,624
HX349852,7/17/2014,THEFT,FROM BUILDING,RESTAURANT,N,N,1424
HX349121,7/17/2014,THEFT,$500 AND UNDER,OTHER,N,N,1412
HX349111,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423
HX349854,7/17/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1424
HX349221,7/17/2014,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,Y,N,133
HX349083,7/17/2014,BATTERY,AGGRAVATED: HANDGUN,STREET,N,N,621
HX349095,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,823
HX349113,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2524
HX349127,7/17/2014,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,N,N,1112
HX349123,7/17/2014,BATTERY,SIMPLE,SIDEWALK,N,N,421
HX349247,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1723
HX349204,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1523
HX349155,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1034
HX349186,7/17/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,Y,N,813
HX349161,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,634
HX349197,7/17/2014,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,Y,N,824
HX349209,7/17/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,1914
HX349258,7/17/2014,THEFT,$500 AND UNDER,CTA STATION,N,N,1012
HX349331,7/17/2014,BATTERY,SIMPLE,STREET,N,N,825
HX380514,7/17/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,934
HX356128,7/17/2014,OTHER OFFENSE,TELEPHONE THREAT,OTHER,N,N,2024
HX349293,7/17/2014,THEFT,$500 AND UNDER,OTHER,N,N,2534
HX349966,7/17/2014,THEFT,OVER $500,STREET,N,N,1432
HX349297,7/17/2014,THEFT,FROM BUILDING,MEDICAL/DENTAL OFFICE,N,N,323
HX349151,7/17/2014,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),N,N,634
HX349418,7/17/2014,BATTERY,SIMPLE,SIDEWALK,N,N,324
HX349760,7/17/2014,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,1811
HY114494,7/17/2014,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESTAURANT,N,N,1024
HX349164,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,COLLEGE/UNIVERSITY RESIDENCE HALL,N,Y,211
HX349183,7/17/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,825
HX386090,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,731
HX349174,7/17/2014,ASSAULT,SIMPLE,SIDEWALK,N,N,2422
HX349162,7/17/2014,ASSAULT,SIMPLE,APARTMENT,N,N,634
HX349212,7/17/2014,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,Y,N,613
HX357528,7/17/2014,THEFT,FROM BUILDING,LIBRARY,N,N,424
HX360994,7/17/2014,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,Y,N,1112
HX349783,7/17/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),N,N,1231
HX349398,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,923
HX349448,7/17/2014,THEFT,OVER $500,SIDEWALK,N,N,2211
HX349173,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,CTA STATION,Y,N,935
HX349279,7/17/2014,BATTERY,SIMPLE,APARTMENT,N,N,914
HX349177,7/17/2014,ROBBERY,ARMED: HANDGUN,STREET,N,N,1222
HX349205,7/17/2014,BATTERY,SIMPLE,SIDEWALK,N,N,215
HX349188,7/17/2014,ASSAULT,SIMPLE,STREET,Y,N,332
HX349276,7/17/2014,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,914
HX353925,7/17/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE PORCH/HALLWAY,N,N,2221
HX352783,7/17/2014,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,OTHER,Y,N,412
HX349235,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,Y,N,511
HX349216,7/17/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1131
HX349194,7/17/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,Y,N,821
HX349198,7/17/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,513
HX349225,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,922
HX349219,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,1533
HX349241,7/17/2014,NARCOTICS,POSS: PCP,SIDEWALK,Y,N,1111
HX349259,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,322
HX349339,7/17/2014,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,N,N,2211
HX349243,7/17/2014,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,N,1733
HX349231,7/17/2014,NARCOTICS,POSS: COCAINE,PARK PROPERTY,Y,N,1031
HX349203,7/17/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,Y,N,1123
HX349224,7/17/2014,NARCOTICS,POSS: PCP,SIDEWALK,Y,N,1021
HX349208,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1533
HX349701,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1423
HX349272,7/17/2014,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,2512
HX350005,7/17/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,1423
HX349373,7/17/2014,THEFT,FROM BUILDING,OTHER,N,N,1834
HX349327,7/17/2014,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Y,N,621
HX349315,7/17/2014,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,Y,N,613
HX349264,7/17/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,N,1021
HX349223,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1524
HX349228,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1111
HX422951,7/17/2014,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",CAR WASH,N,N,712
HX349296,7/17/2014,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,Y,N,1112
HX349262,7/17/2014,BATTERY,SIMPLE,STREET,N,N,1934
HX349244,7/17/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,921
HX349246,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,225
HX349269,7/17/2014,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,PARK PROPERTY,N,N,131
HX349310,7/17/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1111
HX349351,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1833
HX349249,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1713
HX352788,7/17/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1934
HX350507,7/17/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,123
HX349496,7/17/2014,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),N,N,121
HX349747,7/17/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,431
HX349807,7/17/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1732
HX350747,7/17/2014,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,833
HX350734,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,522
HX349768,7/17/2014,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,914
HX349371,7/17/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,1411
HX349393,7/17/2014,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA TRAIN,Y,N,123
HX349295,7/17/2014,BATTERY,SIMPLE,SIDEWALK,N,N,2422
HX349465,7/17/2014,THEFT,OVER $500,STREET,N,N,1821
HX349261,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1235
HX349307,7/17/2014,THEFT,POCKET-PICKING,STREET,N,N,1821
HX349256,7/17/2014,THEFT,POCKET-PICKING,SMALL RETAIL STORE,N,N,2533
HX353715,7/17/2014,THEFT,$500 AND UNDER,HOTEL/MOTEL,N,N,833
HX349288,7/17/2014,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),N,N,1512
HX349335,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,Y,N,1031
HX349322,7/17/2014,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,Y,N,726
HX349343,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,Y,N,423
HX349347,7/17/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENTIAL YARD (FRONT/BACK),Y,N,1112
HX349257,7/17/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1512
HX349328,7/17/2014,CRIMINAL DAMAGE,TO STATE SUP PROP,STREET,N,N,914
HX349301,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1412
HX350054,7/17/2014,THEFT,$500 AND UNDER,ATHLETIC CLUB,N,N,222
HX349287,7/17/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,611
HX349303,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,624
HX349386,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,322
HX349313,7/17/2014,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,PARK PROPERTY,N,N,1022
HX349319,7/17/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1733
HX349306,7/17/2014,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,Y,N,431
HX350551,7/17/2014,THEFT,OVER $500,STREET,N,N,1221
HX350135,7/17/2014,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",N,N,511
HX349361,7/17/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,511
